fg_phenotype	name	category	category_index	fg_n_cases	fg_n_controls	ukbb_phenotype	ukbb_n_cases	ukbb_n_controls	ukbb_phecode_type	ukbb_phecode	ukbb_phecode_sex	mvp_phenotype	MVP_AFR_n_cases	MVP_EUR_n_cases	MVP_AMR_n_cases	MVP_AFR_n_controls	MVP_EUR_n_controls	MVP_AMR_n_controls	path_bucket	path_https
H7_CORNULCER	Corneal ulcer	VII Diseases of the eye and adnexa (H7_)	8	7927	473095	phecode-370.1-both_sexes	187	409073	phecode	370.1	both_sexes	370.1	NA	1513	NA	NA	456004	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNULCER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_CORNULCER_meta_out.tsv.gz
H7_DEGENMYOPIA	Degenerative myopia	VII Diseases of the eye and adnexa (H7_)	8	228	478098	phecode-360.2-both_sexes	287	404535	phecode	360.2	both_sexes	360.2	NA	669	NA	NA	456379	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_DEGENMYOPIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_DEGENMYOPIA_meta_out.tsv.gz
H7_DIPLOPIA	Diplopia	VII Diseases of the eye and adnexa (H7_)	8	5141	475933	phecode-368.2-both_sexes	921	416168	phecode	368.2	both_sexes	368.2	1508	9948	825	118065	437531	49266	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_DIPLOPIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_DIPLOPIA_meta_out.tsv.gz
H7_EPIPHORA	Epiphora	VII Diseases of the eye and adnexa (H7_)	8	743	453930	phecode-375.2-both_sexes	1075	410363	phecode	375.2	both_sexes	375.2	537	1825	NA	120387	453897	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_EPIPHORA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_EPIPHORA_meta_out.tsv.gz
H7_EYELIDDIS	Other disorders of eyelid	VII Diseases of the eye and adnexa (H7_)	8	20222	453930	phecode-374-both_sexes	6787	409073	phecode	374	both_sexes	374	4508	31985	2651	111818	400168	46246	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_EYELIDDIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_EYELIDDIS_meta_out.tsv.gz
H7_GLAUCCLOSEPRIM	Primary angle-closure glaucoma	VII Diseases of the eye and adnexa (H7_)	8	1569	473757	phecode-365.2-both_sexes	921	404535	phecode	365.2	both_sexes	365.2	2100	7259	925	117773	446737	49660	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCCLOSEPRIM_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCCLOSEPRIM_meta_out.tsv.gz
H7_GLAUCOMA	Glaucoma	VII Diseases of the eye and adnexa (H7_)	8	26591	473757	phecode-365-both_sexes	6199	404535	phecode	365	both_sexes	365	37961	82472	10231	76760	355040	38319	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCOMA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCOMA_meta_out.tsv.gz
H7_GLAUCOMA_POAG	Primary open-angle glaucoma, strict	VII Diseases of the eye and adnexa (H7_)	8	10832	473757	H7_GLAUCOMA_POAG	2877	409402	custom	NA	NA	365.11	13503	20401	2525	104889	431032	47766	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCOMA_POAG_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_GLAUCOMA_POAG_meta_out.tsv.gz
H7_IRIDOCYCLITIS	Iridocyclitis	VII Diseases of the eye and adnexa (H7_)	8	9958	473095	H7_IRIDOCYCLITIS	2307	410944	custom	NA	NA	371.1	3408	4600	648	116652	450709	50153	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_IRIDOCYCLITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_IRIDOCYCLITIS_meta_out.tsv.gz
H7_KERATITISOTH	Other keratitis	VII Diseases of the eye and adnexa (H7_)	8	4563	473095	icd10-H16-both_sexes	324	420207	icd10	H16	both_sexes	370	3269	10096	1518	113098	432091	47377	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_KERATITISOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_KERATITISOTH_meta_out.tsv.gz
H7_KERATOCONUS	Hereditary corneal dystrophies	VII Diseases of the eye and adnexa (H7_)	8	1076	473095	H7_KERATOCONUS	670	410944	custom	NA	NA	364.5	635	6015	NA	120562	448087	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_KERATOCONUS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_KERATOCONUS_meta_out.tsv.gz
H7_LACRIMALSYSTEM	Disorders of lacrimal system	VII Diseases of the eye and adnexa (H7_)	8	19195	453930	phecode-375-both_sexes	2699	410363	phecode	375	both_sexes	375	657	2315	NA	120030	452625	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_LACRIMALSYSTEM_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_LACRIMALSYSTEM_meta_out.tsv.gz
H7_LAGOPHTALMOS	Lagophthalmos	VII Diseases of the eye and adnexa (H7_)	8	399	453930	NA	NA	NA	NA	NA	NA	374.2	NA	975	NA	NA	455974	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_LAGOPHTALMOS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_LAGOPHTALMOS_meta_out.tsv.gz
H7_MACULADEGEN	Degeneration of macula and posterior pole	VII Diseases of the eye and adnexa (H7_)	8	21413	455449	H7_MACULADEGEN	7541	398982	custom	NA	NA	362.2	7110	59282	3912	109190	374337	44865	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_MACULADEGEN_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_MACULADEGEN_meta_out.tsv.gz
H7_OCUPAIN	Ocular pain	VII Diseases of the eye and adnexa (H7_)	8	3063	494683	phecode-379.9-both_sexes	213	410363	phecode	379.9	both_sexes	379.9	1929	3569	539	112759	438181	48382	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OCUPAIN_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OCUPAIN_meta_out.tsv.gz
H7_OPTATROPHY	Optic atrophy	VII Diseases of the eye and adnexa (H7_)	8	629	496621	NA	NA	NA	NA	NA	NA	377.1	2362	4988	NA	116855	447795	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OPTATROPHY_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OPTATROPHY_meta_out.tsv.gz
H7_OPTNERVE	Disorders of optic nerve and visual pathways	VII Diseases of the eye and adnexa (H7_)	8	3727	496621	phecode-377-both_sexes	547	410363	phecode	377	both_sexes	377	3900	11401	984	113855	436429	49049	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OPTNERVE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_OPTNERVE_meta_out.tsv.gz
H7_PARASTRAB	Paralytic strabismus	VII Diseases of the eye and adnexa (H7_)	8	2581	476776	phecode-378.5-both_sexes	353	410363	phecode	378.5	both_sexes	378.5	505	2423	NA	120928	454507	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_PARASTRAB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_PARASTRAB_meta_out.tsv.gz
H7_PERIPHRETINADEGEN	Peripheral retinal degeneration	VII Diseases of the eye and adnexa (H7_)	8	1129	455449	phecode-362.6-both_sexes	200	404535	phecode	362.6	both_sexes	362.6	3199	7327	1045	115918	440671	49081	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_PERIPHRETINADEGEN_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_PERIPHRETINADEGEN_meta_out.tsv.gz
H7_RETINAHAEMORR	Retinal haemorrhage	VII Diseases of the eye and adnexa (H7_)	8	816	455449	phecode-362.8-both_sexes	144	404535	phecode	362.8	both_sexes	362.8	1271	5379	NA	117893	443164	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINAHAEMORR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINAHAEMORR_meta_out.tsv.gz
H7_RETINASEPAR	Separation of retinal layers (serosa)	VII Diseases of the eye and adnexa (H7_)	8	1477	455449	H7_RETINASEPAR	259	398982	custom	NA	NA	362.31	505	1772	NA	120814	454718	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINASEPAR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINASEPAR_meta_out.tsv.gz
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	VII Diseases of the eye and adnexa (H7_)	8	802	455449	NA	NA	NA	NA	NA	NA	361.2	NA	1732	NA	NA	455877	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINOCHISISCYST_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_RETINOCHISISCYST_meta_out.tsv.gz
H7_STRABOTH	Other strabismus	VII Diseases of the eye and adnexa (H7_)	8	10045	476776	icd10-H50-both_sexes	1060	419471	icd10	H50	both_sexes	378.1	1805	10451	777	118378	439000	49516	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_STRABOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_STRABOTH_meta_out.tsv.gz
H7_VISFIELDDEF	Visual field defects	VII Diseases of the eye and adnexa (H7_)	8	3228	475933	phecode-368.4-both_sexes	445	416168	phecode	368.4	both_sexes	368.4	3487	9319	1022	113336	436817	48796	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISFIELDDEF_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISFIELDDEF_meta_out.tsv.gz
H7_VISUDISTURB	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	8	22414	475933	icd10-H53-both_sexes	3872	416659	icd10	H53	both_sexes	368	14433	51425	5606	90889	350495	39333	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISUDISTURB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISUDISTURB_meta_out.tsv.gz
H7_VISUDISTURBSUB	Subjective visual disturbances	VII Diseases of the eye and adnexa (H7_)	8	10482	475933	phecode-368.9-both_sexes	833	416168	phecode	368.9	both_sexes	368.9	2826	10337	1449	112991	426571	47092	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISUDISTURBSUB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VISUDISTURBSUB_meta_out.tsv.gz
H7_VITRBODYGLOBE	Disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	8	21499	478098	phecode-379.2-both_sexes	1774	410363	phecode	379.2	both_sexes	379.2	8985	46046	3869	104701	375035	43716	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VITRBODYGLOBE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H7_VITRBODYGLOBE_meta_out.tsv.gz
H8_EXTERNAL	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	9	15056	485292	phecode-380-both_sexes	1170	418820	phecode	380	both_sexes	380	588	3287	NA	119122	445329	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_EXTERNAL_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_EXTERNAL_meta_out.tsv.gz
H8_EXTOTITIS	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	9	9471	485292	icd10-H60-both_sexes	612	419919	icd10	H60	both_sexes	380.1	2774	15222	1822	114147	422522	46807	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_EXTOTITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_EXTOTITIS_meta_out.tsv.gz
H8_HL_CON_NAS	Conductive hearing loss, unspecified	VIII Diseases of the ear and mastoid process (H8_)	9	3255	437331	phecode-389.2-both_sexes	519	414345	phecode	389.2	both_sexes	389.2	1037	6386	685	119277	442627	49611	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_HL_CON_NAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_HL_CON_NAS_meta_out.tsv.gz
H8_HL_SEN_NAS	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	9	44745	437331	H8_HL_SEN_NAS	1647	378873	custom	NA	NA	389.1	20667	194114	14784	89772	214247	30770	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_HL_SEN_NAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_HL_SEN_NAS_meta_out.tsv.gz
H8_MED_SUPP	Suppurative and unspecified otitis media	VIII Diseases of the ear and mastoid process (H8_)	9	20472	465154	phecode-381.11-both_sexes	940	416007	phecode	381.11	both_sexes	381.11	2625	11413	1310	112729	423515	46856	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_MED_SUPP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_MED_SUPP_meta_out.tsv.gz
H8_MENIERE	Ménière disease	VIII Diseases of the ear and mastoid process (H8_)	9	3680	474839	H8_MENIERE	1096	400743	custom	NA	NA	386.1	NA	2107	NA	NA	455241	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_MENIERE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_MENIERE_meta_out.tsv.gz
H8_OTALGIA	Otalgia	VIII Diseases of the ear and mastoid process (H8_)	9	2986	437331	phecode-382-both_sexes	356	416007	phecode	382	both_sexes	382	2257	7562	966	113370	429612	47600	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_OTALGIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_OTALGIA_meta_out.tsv.gz
H8_OTHEREAR	Other disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	9	63017	437331	phecode-389-both_sexes	6070	414345	phecode	389	both_sexes	389	31047	232541	20530	76578	180089	24114	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_OTHEREAR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_OTHEREAR_meta_out.tsv.gz
H8_PERFORATION	Perforation of tympanic membrane	VIII Diseases of the ear and mastoid process (H8_)	9	3902	465154	H8_PERFORATION	1902	401926	custom	NA	NA	384.4	NA	2975	NA	NA	452793	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_PERFORATION_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_PERFORATION_meta_out.tsv.gz
H8_TINNITUS	Tinnitus	VIII Diseases of the ear and mastoid process (H8_)	9	10008	437331	H8_TINNITUS	1414	378873	custom	NA	NA	389.4	12516	78748	8898	96956	315961	34614	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_TINNITUS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_TINNITUS_meta_out.tsv.gz
H8_VERTIGOCENT	Vertigo of central origin	VIII Diseases of the ear and mastoid process (H8_)	9	528	474839	NA	NA	NA	NA	NA	NA	386.21	NA	849	NA	NA	455080	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_VERTIGOCENT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/H8_VERTIGOCENT_meta_out.tsv.gz
HYPOTE_DRUGS	Hypotension due to drugs	IX Diseases of the circulatory system (I9_)	10	460	499888	phecode-458.2-both_sexes	311	392807	phecode	458.2	both_sexes	458.2	583	2061	NA	119175	447545	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/HYPOTE_DRUGS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/HYPOTE_DRUGS_meta_out.tsv.gz
I9_ABAORTANEUR	Abdominal aortic aneurysm (AAA)	IX Diseases of the circulatory system (I9_)	10	4439	463106	phecode-442.11-both_sexes	1306	408565	phecode	442.11	both_sexes	442.11	1781	16452	579	118625	433958	50130	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ABAORTANEUR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ABAORTANEUR_meta_out.tsv.gz
I9_AF	Atrial fibrillation and flutter	IX Diseases of the circulatory system (I9_)	10	63532	252810	phecode-427.2-both_sexes	19233	384657	phecode	427.2	both_sexes	427.2	9485	74946	3447	109006	369730	46818	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AF_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AF_meta_out.tsv.gz
I9_ANEURYSM	Cerebral aneurysm, nonruptured	IX Diseases of the circulatory system (I9_)	10	3310	453828	I9_ANEURYSM	738	400380	custom	NA	NA	433.5	NA	1631	NA	NA	456139	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ANEURYSM_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ANEURYSM_meta_out.tsv.gz
I9_ANGINA	Angina pectoris	IX Diseases of the circulatory system (I9_)	10	44588	416171	phecode-411.3-both_sexes	21352	382052	phecode	411.3	both_sexes	411.3	7516	37853	3211	106211	392239	45239	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ANGINA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ANGINA_meta_out.tsv.gz
I9_AORTANEUR	Aortic aneurysm	IX Diseases of the circulatory system (I9_)	10	9937	463106	I9_AORTANEUR	3388	403426	custom	NA	NA	442.1	2828	22277	857	117226	426403	49767	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AORTANEUR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AORTANEUR_meta_out.tsv.gz
I9_ARTEMBTHR	Arterial embolism and thrombosis	IX Diseases of the circulatory system (I9_)	10	2266	463106	I9_ARTEMBTHR	1659	403014	custom	NA	NA	444	955	4014	NA	119497	449409	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ARTEMBTHR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ARTEMBTHR_meta_out.tsv.gz
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	IX Diseases of the circulatory system (I9_)	10	1297	463106	phecode-444.1-both_sexes	676	408565	phecode	444.1	both_sexes	444.1	NA	2119	NA	NA	453726	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ARTEMBTHRLOW_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ARTEMBTHRLOW_meta_out.tsv.gz
I9_AVBLOCK	AV-block	IX Diseases of the circulatory system (I9_)	10	7850	375343	phecode-426.2-both_sexes	3088	384657	phecode	426.2	both_sexes	426.2	2893	15010	817	115972	431314	49621	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AVBLOCK_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_AVBLOCK_meta_out.tsv.gz
I9_CARDARR	Cardiac arrest	IX Diseases of the circulatory system (I9_)	10	3011	252810	I9_CARDARR	2545	234466	custom	NA	NA	427.42	585	1822	NA	120191	453532	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDARR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDARR_meta_out.tsv.gz
I9_CARDMYO	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	10	7649	375343	phecode-425-both_sexes	1689	416313	phecode	425	both_sexes	425	7064	20928	1454	111296	425050	48762	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYO_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYO_meta_out.tsv.gz
I9_CARDMYOALC	Alcoholic cardiomyopathy	IX Diseases of the circulatory system (I9_)	10	165	492699	NA	NA	NA	NA	NA	NA	425.8	NA	593	NA	NA	457280	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYOALC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYOALC_meta_out.tsv.gz
I9_CARDMYOHYP	Cardiomyopathy, Hypertrophic obstructive	IX Diseases of the circulatory system (I9_)	10	653	375343	I9_CARDMYOHYP	256	355058	custom	NA	NA	425.11	NA	726	NA	NA	457335	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYOHYP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CARDMYOHYP_meta_out.tsv.gz
I9_CEREBATHER	Cerebral atherosclerosis	IX Diseases of the circulatory system (I9_)	10	440	499908	phecode-433.12-both_sexes	348	407633	phecode	433.12	both_sexes	433.12	NA	1244	NA	NA	454459	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CEREBATHER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CEREBATHER_meta_out.tsv.gz
I9_CORATHER	Coronary atherosclerosis	IX Diseases of the circulatory system (I9_)	10	63307	416171	I9_CORATHER	44047	369609	custom	NA	NA	411.8	11332	72689	5189	105087	363934	43845	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CORATHER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_CORATHER_meta_out.tsv.gz
I9_ENDOCARD	Endocarditis	IX Diseases of the circulatory system (I9_)	10	1276	375343	phecode-420.3-both_sexes	909	416313	phecode	420.3	both_sexes	420.3	764	3408	NA	119786	450334	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ENDOCARD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ENDOCARD_meta_out.tsv.gz
I9_HEARTFAIL	Heart failure, strict	IX Diseases of the circulatory system (I9_)	10	37653	462695	I9_HEARTFAIL	14915	359176	custom	NA	NA	428	15411	59453	3946	100787	377030	45502	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HEARTFAIL_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HEARTFAIL_meta_out.tsv.gz
I9_HYPOTE	Hypotension	IX Diseases of the circulatory system (I9_)	10	6488	492608	phecode-458.9-both_sexes	7121	392807	phecode	458.9	both_sexes	458.9	5726	23156	1717	108239	405155	46986	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPOTE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPOTE_meta_out.tsv.gz
I9_HYPTENS	Hypertension	IX Diseases of the circulatory system (I9_)	10	154630	345634	phecode-401-both_sexes	94311	325488	phecode	401	both_sexes	401	94186	326765	30750	22542	108097	17669	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENS_meta_out.tsv.gz
I9_HYPTENSEC	Secondary hypertension	IX Diseases of the circulatory system (I9_)	10	3388	252810	icd10-I15-both_sexes	158	420373	icd10	I15	both_sexes	401.3	3460	5134	653	113658	444488	49418	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSEC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSEC_meta_out.tsv.gz
I9_HYPTENSESS	Hypertension, essential	IX Diseases of the circulatory system (I9_)	10	132515	345634	phecode-401.1-both_sexes	94062	325488	phecode	401.1	both_sexes	401.1	93754	324723	30568	22886	109700	17860	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSESS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSESS_meta_out.tsv.gz
